"","Genes","Re_Set","Re_direction","De_Set","De_direction"
"15295","Xele.ptg000027l.732","ReT08","Down-regulated","DeT03","Up-regulated"
"15296","Xele.ptg000027l.733","ReT08","Down-regulated","DeT03","Up-regulated"
"15297","Xele.ptg000027l.734","ReT08","Down-regulated","None","None"
"15298","Xele.ptg000027l.735","ReT08","Down-regulated","DeT12","Up-regulated"
"15299","Xele.ptg000027l.736","ReT48","Down-regulated","DeT03","Up-regulated"
"15301","Xele.ptg000027l.739","ReT04","Up-regulated","DeT12","Down-regulated"
"15302","Xele.ptg000027l.741","ReT48","Up-regulated","DeT09","Down-regulated"
"15303","Xele.ptg000027l.742","ReT48","Up-regulated","DeT72","Down-regulated"
"15305","Xele.ptg000027l.744","ReT48","Down-regulated","None","None"
"15306","Xele.ptg000027l.745","ReT02","Up-regulated","DeT12","Down-regulated"
"15307","Xele.ptg000027l.746","None","None","DeT06","Up-regulated"
"15311","Xele.ptg000027l.750","ReT04","Up-regulated","DeT09","Down-regulated"
"15312","Xele.ptg000027l.751","ReT08","Down-regulated","None","None"
"15313","Xele.ptg000027l.753","ReT48","Up-regulated","DeT72","Down-regulated"
"15314","Xele.ptg000027l.754","ReT12","Up-regulated","DeT03","Up-regulated"
"15317","Xele.ptg000027l.761","ReT48","Up-regulated","None","None"
"15318","Xele.ptg000027l.762","None","None","DeT12","Down-regulated"
"15320","Xele.ptg000027l.764","ReT08","Down-regulated","DeT03","Up-regulated"
"15321","Xele.ptg000027l.765","ReT04","Up-regulated","DeT12","Down-regulated"
"15322","Xele.ptg000027l.766","ReT08","Up-regulated","DeT06","Up-regulated"
"15323","Xele.ptg000027l.767","ReT08","Up-regulated","DeT15","Down-regulated"
"15325","Xele.ptg000027l.769","ReT02","Up-regulated","DeT12","Down-regulated"
"15326","Xele.ptg000027l.770","None","None","DeT03","Up-regulated"
"15327","Xele.ptg000027l.771","None","None","DeT15","Up-regulated"
"15330","Xele.ptg000028l.4","ReT12","Down-regulated","DeT12","Up-regulated"
"15332","Xele.ptg000028l.7","ReT12","Down-regulated","None","None"
"15333","Xele.ptg000028l.8","None","None","DeT03","Down-regulated"
"15335","Xele.ptg000028l.10","None","None","DeT12","Down-regulated"
"15336","Xele.ptg000028l.13","ReT12","Down-regulated","DeT72","Up-regulated"
"15337","Xele.ptg000028l.14","ReT12","Up-regulated","None","None"
"15338","Xele.ptg000028l.15","None","None","DeT09","Down-regulated"
"15339","Xele.ptg000028l.16","ReT08","Down-regulated","DeT03","Up-regulated"
"15341","Xele.ptg000028l.18","None","None","DeT03","Up-regulated"
"15343","Xele.ptg000028l.20","ReT08","Down-regulated","DeT03","Up-regulated"
"15344","Xele.ptg000028l.21","ReT08","Up-regulated","DeT12","Down-regulated"
"15345","Xele.ptg000028l.22","ReT48","Up-regulated","None","None"
"15346","Xele.ptg000028l.24","ReT08","Down-regulated","DeT72","Up-regulated"
"15348","Xele.ptg000028l.26","ReT08","Up-regulated","DeT03","Down-regulated"
"15349","Xele.ptg000028l.27","ReT01","Down-regulated","DeT03","Up-regulated"
"15355","Xele.ptg000028l.33","ReT48","Down-regulated","DeT03","Up-regulated"
"15356","Xele.ptg000028l.34","ReT08","Up-regulated","DeT12","Down-regulated"
"15358","Xele.ptg000028l.37","ReT08","Up-regulated","DeT24","Down-regulated"
"15359","Xele.ptg000028l.38","None","None","DeT09","Down-regulated"
"15360","Xele.ptg000028l.39","ReT08","Up-regulated","None","None"
"15361","Xele.ptg000028l.41","ReT04","Up-regulated","DeT72","Down-regulated"
"15362","Xele.ptg000028l.42","ReT12","Down-regulated","None","None"
"15364","Xele.ptg000028l.47","ReT08","Up-regulated","DeT03","Down-regulated"
"15365","Xele.ptg000028l.48","None","None","DeT09","Down-regulated"
"15366","Xele.ptg000028l.49","ReT12","Down-regulated","None","None"
"15368","Xele.ptg000028l.51","ReT12","Down-regulated","DeT03","Up-regulated"
"15369","Xele.ptg000028l.52","ReT12","Down-regulated","DeT03","Down-regulated"
"15372","Xele.ptg000028l.57","ReT12","Down-regulated","DeT15","Up-regulated"
"15374","Xele.ptg000028l.59","ReT08","Down-regulated","DeT15","Up-regulated"
"15376","Xele.ptg000028l.63","ReT02","Up-regulated","DeT03","Down-regulated"
"15377","Xele.ptg000028l.64","ReT08","Up-regulated","DeT12","Down-regulated"
"15378","Xele.ptg000028l.65","ReT48","Up-regulated","DeT24","Down-regulated"
"15379","Xele.ptg000028l.67","ReT08","Down-regulated","DeT09","Down-regulated"
"15380","Xele.ptg000028l.68","ReT48","Down-regulated","None","None"
"15382","Xele.ptg000028l.70","None","None","DeT12","Up-regulated"
"15383","Xele.ptg000028l.71","ReT08","Down-regulated","DeT03","Up-regulated"
"15386","Xele.ptg000028l.75","ReT12","Down-regulated","DeT12","Up-regulated"
"15387","Xele.ptg000028l.76","ReT08","Down-regulated","DeT12","Up-regulated"
